연번,업종명,인허가일자,업소명,소재지,소재지(지번),영업자시작일,업태명,급수시설,영업상태,데이터기준일
1667,일반음식점,2010-04-08,청춘짬뽕(아주점),경상남도 거제시 아주로 5 (아주동),경상남도 거제시 아주동 449-5 ,2016-06-13,중국식,상수도전용,운영중,2021-03-04
1668,일반음식점,2010-04-09,블루팬커피(Blue fan coffee),"경상남도 거제시 계룡로7길 19 (고현동,(1층))",경상남도 거제시 고현동 505-14 (1층) ,2010-04-09,까페,상수도전용,운영중,2021-03-04
1669,일반음식점,2010-04-09,해왕해물탕.찜,"경상남도 거제시 중곡로3길 32 (고현동,(1층))",경상남도 거제시 고현동 1002-10 (1층) ,2017-03-21,한식,상수도전용,운영중,2021-03-04
1670,일반음식점,2010-04-15,디케이치킨(DK치킨),경상남도 거제시 서문로3길 12 (고현동),경상남도 거제시 고현동 968-8 ,2010-04-15,통닭(치킨),상수도전용,운영중,2021-03-04
1671,일반음식점,2010-04-20,멕시카나 수월점,"경상남도 거제시 제산로 86 (양정동,거제더샆 상가동 105호)",경상남도 거제시 양정동 800 거제더샆 상가동 105호 ,2010-04-20,통닭(치킨),상수도전용,운영중,2021-03-04
1672,일반음식점,2010-04-21,도나네,"경상남도 거제시 거제중앙로 1883-2 (고현동,(101,102,103호))","경상남도 거제시 고현동 98-27 (101,102,103호) ",2010-08-20,통닭(치킨),상수도전용,운영중,2021-03-04
1673,일반음식점,2010-04-23,아이니,경상남도 거제시 일운면 마전1길 91,경상남도 거제시 일운면 옥림리 산 42-4 ,2010-04-23,중국식,상수도전용,운영중,2021-03-04
1674,일반음식점,2010-04-23,삼성구이,"경상남도 거제시 장평1로14길 7 (장평동, (2층))",경상남도 거제시 장평동 614-9 ,2015-03-27,호프/통닭,상수도전용,운영중,2021-03-04
1675,일반음식점,2010-04-27,예가,경상남도 거제시 일운면 와현해변길 24-5,경상남도 거제시 일운면 와현리 590-6 ,2010-04-27,한식,상수도전용,운영중,2021-03-04
1676,일반음식점,2010-04-29,기통찬족발,"경상남도 거제시 장평1로 168 (장평동,(1층))",경상남도 거제시 장평동 731-4 (1층) ,2020-05-12,한식,상수도전용,운영중,2021-03-04
1677,일반음식점,2010-05-03,바다랑,"경상남도 거제시 덕포5길 32, 2층 (덕포동)",경상남도 거제시 덕포동 363 ,2019-04-25,경양식,상수도전용,운영중,2021-03-04
1678,일반음식점,2010-05-07,설국,경상남도 거제시 거제중앙로29길 30 (고현동),경상남도 거제시 고현동 968-7 ,2018-04-09,정종/대포집/소주방,상수도전용,운영중,2021-03-04
1679,일반음식점,2010-05-13,오.달.자,"경상남도 거제시 거제중앙로5길 21 (상동동,(1층))",경상남도 거제시 상동동 475-1 (1층) ,2015-08-13,한식,상수도전용,운영중,2021-03-04
1680,일반음식점,2010-05-17,고봉민김밥인(수월점),"경상남도 거제시 수양로 440 (수월동,외 1필지(1층))",경상남도 거제시 수월동 1120-30 외 1필지(1층) ,2014-01-22,김밥(도시락),상수도전용,운영중,2021-03-04
1681,일반음식점,2010-05-19,알통떡강정 수월점,"경상남도 거제시 수양로 442, 상가1동 106호 (수월동, 거제자이)",경상남도 거제시 수월동 1092 ,2018-09-14,분식,상수도전용,운영중,2021-03-04
1682,일반음식점,2010-05-20,코인호프,경상남도 거제시 옥포대첩로7길 31 (옥포동),경상남도 거제시 옥포동 520-19 ,2017-06-16,호프/통닭,상수도전용,운영중,2021-03-04
1683,일반음식점,2010-05-24,열정수제돈까스,경상남도 거제시 능포로2길 26 (능포동),경상남도 거제시 능포동 729-4 ,2021-01-18,경양식,상수도전용,운영중,2021-03-04
1684,일반음식점,2010-05-24,남도콩나물갈비전문점,"경상남도 거제시 장평3로7길 23-2 (장평동,(1층))",경상남도 거제시 장평동 346-63 (1층) ,2015-01-14,식육(숯불구이),상수도전용,운영중,2021-03-04
1685,일반음식점,2010-05-25,오이소,"경상남도 거제시 고현로6길 5-1, 1층 (고현동)",경상남도 거제시 고현동 803 ,2019-08-13,횟집,상수도전용,운영중,2021-03-04
1686,일반음식점,2010-05-26,황금고디탕,경상남도 거제시 장승포로1길 11 (장승포동),경상남도 거제시 장승포동 460-12 ,2012-12-21,한식,상수도전용,운영중,2021-03-04
1687,일반음식점,2010-06-01,신선하우스,"경상남도 거제시 고현로6길 5-1, 1동 1층 (고현동)",경상남도 거제시 고현동 803 ,2014-06-13,호프/통닭,상수도전용,운영중,2021-03-04
1688,일반음식점,2010-06-03,웰차이나,"경상남도 거제시 서간도길 78, 대우조선공업 지하1층 (옥포동)",경상남도 거제시 옥포동 1670 옥포쇼핑센터 ,2020-07-15,중국식,상수도전용,운영중,2021-03-04
1689,일반음식점,2010-06-04,씽크쌩크,경상남도 거제시 서간도길 78 (옥포동),경상남도 거제시 옥포동 1670 ,2018-05-15,경양식,상수도전용,운영중,2021-03-04
1690,일반음식점,2010-06-11,할매국시,"경상남도 거제시 거제중앙로25길 5 (고현동,(1층))",경상남도 거제시 고현동 961-136 (1층) ,2011-05-11,분식,상수도전용,운영중,2021-03-04
1691,일반음식점,2010-06-17,오라큐,"경상남도 거제시 중곡로1길 26-3 (고현동,(1층))",경상남도 거제시 고현동 1011-5 (1층) ,2012-06-11,호프/통닭,상수도전용,운영중,2021-03-04
1692,일반음식점,2010-06-18,대박삼겹살굴구이,경상남도 거제시 능포로2길 26 (능포동),경상남도 거제시 능포동 729-4 ,2018-03-23,식육(숯불구이),상수도전용,운영중,2021-03-04
1693,일반음식점,2010-06-22,부경식당,"경상남도 거제시 고현로8길 6-1, 가동 (고현동,(1층))",경상남도 거제시 고현동 804-3 (1층) 가동 ,2020-10-20,한식,상수도전용,운영중,2021-03-04
1694,일반음식점,2010-06-23,리치 치킨,"경상남도 거제시 하청면 하청2길 6, 1층 101, 102호","경상남도 거제시 하청면 하청리 514-1 101,102호",2016-06-30,호프/통닭,상수도전용,운영중,2021-03-04
1695,일반음식점,2010-06-29,학동유람선회맛집,경상남도 거제시 동부면 학동6길 10,경상남도 거제시 동부면 학동리 291-4 ,2015-04-08,횟집,상수도전용,운영중,2021-03-04
1696,일반음식점,2010-07-06,고려관,경상남도 거제시 중곡로1길 18-2 (고현동),경상남도 거제시 고현동 1013-9 ,2014-06-26,중국식,상수도전용,운영중,2021-03-04
1697,일반음식점,2010-07-07,효자동 왕족발,경상남도 거제시 해명로 22-10 (수월동),경상남도 거제시 수월동 1043-77 ,2013-01-03,식육(숯불구이),상수도전용,운영중,2021-03-04
1698,일반음식점,2010-07-13,황부자,"경상남도 거제시 장평1로1길 12 (장평동,(1층))",경상남도 거제시 장평동 1195-37 (1층) ,2018-07-04,식육(숯불구이),상수도전용,운영중,2021-03-04
1699,일반음식점,2010-07-26,링크(Link),경상남도 거제시 옥포성안로 39 (옥포동),경상남도 거제시 옥포동 381-1 ,2019-07-18,경양식,상수도전용,운영중,2021-03-04
1700,일반음식점,2010-07-27,지바(Gbar),"경상남도 거제시 중곡로1길 18-3 (고현동,(1층))",경상남도 거제시 고현동 1013-6 (1층) ,2019-07-08,정종/대포집/소주방,상수도전용,운영중,2021-03-04
1701,일반음식점,2010-07-29,옥이네김치찌개&직화삼겹(고현점),"경상남도 거제시 고현로8길 25, 126,127,128호 (고현동, 천우상가아파트)",경상남도 거제시 고현동 120-2 ,2019-11-18,식육(숯불구이),상수도전용,운영중,2021-03-04
1702,일반음식점,2010-08-04,오죽헌,경상남도 거제시 하청면 거제북로 647-1 ((1층)),경상남도 거제시 하청면 실전리 763 (1층) ,2010-08-04,탕류(보신용),상수도전용,운영중,2021-03-04
1703,일반음식점,2010-08-06,피자헛 거제고현점,"경상남도 거제시 거제중앙로 1854, 1층 (고현동)",경상남도 거제시 고현동 209-2 1층 ,2012-01-31,경양식,상수도전용,운영중,2021-03-04
1704,일반음식점,2010-08-11,소담,경상남도 거제시 거제중앙로16길 6 (고현동),경상남도 거제시 고현동 79-11 ,2020-07-01,한식,상수도전용,운영중,2021-03-04
1705,일반음식점,2010-08-13,사랑담은묵은지찜찌개(장평점),"경상남도 거제시 장평3로7길 23, 1층 (장평동)",경상남도 거제시 장평동 346-65 ,2017-10-23,한식,상수도전용,운영중,2021-03-04
1706,일반음식점,2010-08-13,외포국자횟집,경상남도 거제시 장목면 외포5길 64-1,경상남도 거제시 장목면 외포리 131-15 ,2012-10-31,횟집,상수도전용,운영중,2021-03-04
1707,일반음식점,2010-08-13,통통,경상남도 거제시 거제대로 3433 (아주동),경상남도 거제시 아주동 214-2 ,2017-10-25,횟집,상수도전용,운영중,2021-03-04
1708,일반음식점,2010-08-23,청진동선지국.갈비탕,"경상남도 거제시 장승포로 15-1 (장승포동,(1층))",경상남도 거제시 장승포동 499-9 (1층) ,2020-11-16,한식,상수도전용,운영중,2021-03-04
1709,일반음식점,2010-08-24,산책,"경상남도 거제시 옥포로5길 18 (옥포동, (1층))",경상남도 거제시 옥포동 554-10 ,2016-08-10,까페,상수도전용,운영중,2021-03-04
1710,일반음식점,2010-08-24,신떡순 수월점,"경상남도 거제시 수양로 448-28, 상가2동 106호 (수월동, 거제자이)",경상남도 거제시 수월동 1092 ,2020-07-10,분식,상수도전용,운영중,2021-03-04
1711,일반음식점,2010-08-27,델리인도레스토랑(장평점),"경상남도 거제시 장평로4길 35 (장평동,(2층))",경상남도 거제시 장평동 1198-2 (2층) ,2013-10-16,"외국음식전문점(인도,태국등)",상수도전용,운영중,2021-03-04
1712,일반음식점,2010-09-14,모을식당,경상남도 거제시 일운면 거제대로 2591 ((102호)),경상남도 거제시 일운면 소동리 341 (102호) ,2020-01-21,한식,상수도전용,운영중,2021-03-04
1713,일반음식점,2010-09-15,프랭크버거,,경상남도 거제시 고현동 961-188 외 1필지 청원상가 105호,2020-11-10,분식,상수도전용,운영중,2021-03-04
1714,일반음식점,2010-09-17,대궐도야지,"경상남도 거제시 중곡2로2길 5 (고현동,(1층))",경상남도 거제시 고현동 991-15 (1층) ,2020-08-28,식육(숯불구이),상수도전용,운영중,2021-03-04
1715,일반음식점,2010-09-17,본가국밥,경상남도 거제시 거제면 기성로 9,경상남도 거제시 거제면 서정리 743-3 ,2015-08-13,한식,상수도전용,운영중,2021-03-04
1716,일반음식점,2010-09-27,고궁식육식당,경상남도 거제시 사등면 두동로 162-20,경상남도 거제시 사등면 사곡리 501-1 ,2020-03-30,식육(숯불구이),지하수전용,운영중,2021-03-04
1717,일반음식점,2010-09-29,불로만숯불바베큐(상문점),"경상남도 거제시 거제중앙로5길 21 (상동동,(1층))",경상남도 거제시 상동동 475-1 (1층) ,2014-09-29,통닭(치킨),상수도전용,운영중,2021-03-04
1718,일반음식점,2010-10-01,오왕횟집,"경상남도 거제시 하청면 거제북로 709, 1동 2층",경상남도 거제시 하청면 실전리 963-6 ,2010-10-01,횟집,상수도전용,운영중,2021-03-04
1719,일반음식점,2010-10-04,황제1800삼겹살,"경상남도 거제시 장평1로12길 26, 22호 (장평동,(1층))",경상남도 거제시 장평동 346-117 (1층) 22호,2018-11-19,식육(숯불구이),상수도전용,운영중,2021-03-04
1720,일반음식점,2010-10-06,냉삼겹살,경상남도 거제시 옥포성안로 28 (옥포동),경상남도 거제시 옥포동 554-6 ,2021-02-19,식육(숯불구이),상수도전용,운영중,2021-03-04
1721,일반음식점,2010-10-07,먹꺼리대박,경상남도 거제시 거제면 기성로6길 7 ((1층)),경상남도 거제시 거제면 서상리 299-5 (1층) ,2017-06-20,분식,상수도전용,운영중,2021-03-04
1722,일반음식점,2010-10-20,그레이비 레스토랑,경상남도 거제시 거제대로 3755 (옥포동),경상남도 거제시 옥포동 445-8 ,2010-10-20,경양식,상수도전용,운영중,2021-03-04
1723,일반음식점,2010-10-20,거가식당,경상남도 거제시 장목면 거제북로 2720,경상남도 거제시 장목면 송진포리 189-1 ,2020-02-27,한식,상수도전용,운영중,2021-03-04
1724,일반음식점,2010-10-21,그리다제주 장평점,"경상남도 거제시 장평3로7길 23-1 (장평동,(1층))",경상남도 거제시 장평동 346-64 (1층) ,2019-12-31,식육(숯불구이),상수도전용,운영중,2021-03-04
1725,일반음식점,2010-10-25,해변횟집,경상남도 거제시 일운면 지세포해안로 44,경상남도 거제시 일운면 지세포리 833-2 ,2019-03-19,한식,상수도전용,운영중,2021-03-04
1726,일반음식점,2010-10-25,비어첸,"경상남도 거제시 장평1로 143-1, 상가1동 103호 (장평동, 거제장평주공아파트)",경상남도 거제시 장평동 619-2 ,2018-01-18,통닭(치킨),상수도(음용)지하수(주방용)겸용,운영중,2021-03-04
1727,일반음식점,2010-10-25,거산승희찜,"경상남도 거제시 수양1길 5 (수월동,(1층))",경상남도 거제시 수월동 798-5 (1층) ,2020-06-29,한식,상수도전용,운영중,2021-03-04
1728,일반음식점,2010-10-25,내가조선의국밥이다 거제본점,"경상남도 거제시 아주로 10, 1층 (아주동)",경상남도 거제시 아주동 1702-14 (거제아주지구도시개발사업33블록10로트) ,2020-03-19,한식,상수도전용,운영중,2021-03-04
1729,일반음식점,2010-10-26,홍콩반점0410 거제디큐브점,"경상남도 거제시 장평로 12 (장평동,디큐브백화점 6층(6-067호))",경상남도 거제시 장평동 1211 디큐브백화점 6층(6-067호) ,2019-08-21,중국식,상수도전용,운영중,2021-03-04
1730,일반음식점,2010-11-01,쌀통닭 옥포점,"경상남도 거제시 옥포로26길 20 (옥포동,(1층))",경상남도 거제시 옥포동 1293-5 (1층) ,2017-07-03,호프/통닭,상수도전용,운영중,2021-03-04
1731,일반음식점,2010-11-05,시장막썰어회식당,경상남도 거제시 거제면 기성로 36,경상남도 거제시 거제면 서상리 355 ,2016-06-08,횟집,상수도전용,운영중,2021-03-04
1732,일반음식점,2010-11-15,김밥나라(남문점),"경상남도 거제시 거제대로 3445 (아주동,(1층))",경상남도 거제시 아주동 446-2 (1층) ,2011-10-28,김밥(도시락),상수도전용,운영중,2021-03-04
1733,일반음식점,2010-11-25,망산촌닭,경상남도 거제시 남부면 거제남서로 742 ((1층)),경상남도 거제시 남부면 저구리 737-86 (1층) ,2010-11-25,탕류(보신용),상수도전용,운영중,2021-03-04
1734,일반음식점,2010-12-07,오븐에 꾸운닭(장평점),"경상남도 거제시 장평로8길 26 (장평동,외 1필지(1층))",경상남도 거제시 장평동 372-9 외 1필지(1층) ,2013-11-15,통닭(치킨),상수도전용,운영중,2021-03-04
1735,일반음식점,2010-12-07,김군얼큰이,경상남도 거제시 옥포대첩로9길 16 (옥포동),경상남도 거제시 옥포동 521-9 ,2018-03-14,한식,상수도전용,운영중,2021-03-04
1736,일반음식점,2010-12-09,스쿨푸드,경상남도 거제시 덕포2길 44 (덕포동),경상남도 거제시 덕포동 695-3 ,2018-02-06,분식,상수도전용,운영중,2021-03-04
1737,일반음식점,2010-12-09,찡오랑,"경상남도 거제시 장평로 12 (장평동,외 1필지 6층 9호)",경상남도 거제시 장평동 1211 외 1필지 6층 9호 ,2010-12-09,한식,상수도전용,운영중,2021-03-04
1738,일반음식점,2010-12-09,드비치GC점 스타트하우스,경상남도 거제시 장목면 거제북로 1573,경상남도 거제시 장목면 구영리 산 84-5 ,2018-12-31,한식,지하수전용,운영중,2021-03-04
