연번,업소명,소재지,위도,경도,지역,지정등급,지정번호,지정일자
328,파스쿠찌 부산대정문점,부산광역시 금정구 부산대학로 62-1(장전동),35.23180941,129.0845321,매우우수,HG200001053,부산광역시 금정구,2020-03-27
329,크리스피크림 부산롯데광복점,부산광역시 중구 중앙대로 2(롯데백화점광복점 지하1층 중앙동7가),35.09830894,129.0367048,매우우수,HG200001061,부산광역시 중구,2020-03-27
330,이디야 장림점,부산광역시 사하구 장림번영로 39-1(장림동),35.08094398,128.9697152,좋음,HG200001081,부산광역시 사하구,2020-03-27
331,이디야장전역점,부산광역시 금정구 중앙대로1719번길 23(부곡동),35.23764708,129.0909052,매우우수,HG200001082,부산광역시 금정구,2020-03-27
332,포베이 롯데광복점,"부산광역시 중구 중앙대로 2(4층 중앙동7가, 롯데백화점광복점 아쿠아몰)",35.09830894,129.0367048,매우우수,HG200001089,부산광역시 중구,2020-03-27
333,이디야 부산장림세정아울렛점,부산광역시 사하구 다대로 207(장림동),35.08372718,128.9778302,매우우수,HG200001099,부산광역시 사하구,2020-03-27
334,그래인스,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 외110필지 롯데백화점)",35.09830894,129.0367048,매우우수,HG200001105,부산광역시 중구,2020-03-27
335,이디야커피(당리역점),부산광역시 사하구 낙동대로 412(1층 당리동),35.10394652,128.9732676,매우우수,HG200001110,부산광역시 사하구,2020-03-27
336,집밥이좋다 광복점,부산광역시 중구 중앙대로 2(롯데백화점광복점 지하1층 중앙동7가),35.09830894,129.0367048,매우우수,HG200001113,부산광역시 중구,2020-03-27
337,본아베띠,"부산광역시 중구 중앙대로 2(10층 중앙동7가, 롯데백화점광복점)",35.09830894,129.0367048,매우우수,HG200001116,부산광역시 중구,2020-03-27
338,이디야 사직야구장점,부산광역시 동래구 사직로 48(사직동),35.19584222,129.0603673,매우우수,HG200001142,부산광역시 동래구,2020-03-31
339,이디야커피 부산연제초교점,부산광역시 연제구 중앙대로1075번길 8(1층 연산동),35.18439564,129.079608,매우우수,HG200001144,부산광역시 연제구,2020-03-31
340,이디야커피시청점,부산광역시 연제구 시청로 34(연산동),35.18197743,129.073812,매우우수,HG200001147,부산광역시 연제구,2020-03-31
341,이디야커피(시청역점),부산광역시 연제구 중앙대로 1042(1층 연산동),35.18130776,129.0781618,매우우수,HG200001148,부산광역시 연제구,2020-03-31
342,이디야,부산광역시 사하구 낙동대로 158(괴정동),35.10288348,128.9986472,우수,HG200001191,부산광역시 사하구,2020-04-14
343,롯데리아부산터미널1호점,"부산광역시 금정구 중앙대로 2238(노포동,외34필지)",35.28468446,129.0954831,매우우수,HG200001195,부산광역시 금정구,2020-04-14
344,이디아커피,부산광역시 사하구 다대로 544(다대동),35.05780359,128.9709759,매우우수,HG200001204,부산광역시 사하구,2020-04-14
345,이디야 부산금정초교점,부산광역시 금정구 식물원로44번길 40(장전동),35.22694091,129.0836433,매우우수,HG200001213,부산광역시 금정구,2020-04-14
346,띵스투두(THINGS TO DO),부산광역시 수영구 연수로379번길 27(1층 수영동),35.17099179,129.1124621,좋음,HG200001226,부산광역시 수영구,2020-04-14
347,롯데리아하단점,부산광역시 사하구 낙동대로 457(하단동),35.10544308,128.9687443,매우우수,HG200001229,부산광역시 사하구,2020-04-14
348,이디야 수영강변점,"부산광역시 수영구 광안해변로 446(104동 109호 민락동, 경동센텀메르빌)",35.16100633,129.1297671,매우우수,HG200001259,부산광역시 수영구,2020-04-14
349,할리스커피 부산경성대점,"부산광역시 남구 용소로 7(2~3층 대연동, 청라빌딩)",35.13667589,129.1006374,매우우수,HG200001496,부산광역시 남구,2020-04-27
350,롯데리아롯데부산본점시네마점,부산광역시 부산진구 가야대로 772(부전동),35.15679253,129.0564133,매우우수,HG200001502,부산광역시 부산진구,2020-04-27
351,할리스커피 부산경성대2호점,부산광역시 남구 수영로 306(농협대연동지점 3층 대연동),35.1369176,129.0998287,매우우수,HG200001519,부산광역시 남구,2020-04-27
352,롯데리아메가마트동래점,부산광역시 동래구 충렬대로 197(메가마트 2층 명륜동),35.20454596,129.081138,매우우수,HG200001542,부산광역시 동래구,2020-04-27
353,홍대개미 롯데백화점 부산본점,"부산광역시 부산진구 가야대로 772(지하2층 부전동, 롯데백화점)",35.15679253,129.0564133,매우우수,HG200001551,부산광역시 부산진구,2020-04-27
354,누아누아바이콘타이,부산광역시 부산진구 가야대로 772(롯데백화점부산본점 9층 부전동),35.15679253,129.0564133,매우우수,HG200001563,부산광역시 부산진구,2020-04-27
355,할리스커피부산동래역점,"부산광역시 동래구 삼성대길 34-25(1,2,3층 명륜동)",35.20522553,129.081751,매우우수,HG200001566,부산광역시 동래구,2020-04-27
356,할리스커피 부산백양대로점,부산광역시 사상구 백양대로 621(2~4층 괘법동),35.16293003,128.9904687,매우우수,HG200001677,부산광역시 사상구,2020-04-29
357,할리스커피 부산덕천점,부산광역시 북구 덕천1길 21(덕천동),35.2099565,129.0067569,매우우수,HG200001679,부산광역시 북구,2020-04-29
358,롯데리아 해운대백병원점,"부산광역시 해운대구 해운대로 지하 875(좌동, 해운대백병원)",35.17326019,129.1821691,매우우수,HG200001685,부산광역시 해운대구,2020-04-29
359,롯데리아 부산비프광장점,부산광역시 중구 구덕로 58-1(남포동5가),35.09824554,129.0293445,매우우수,HG200001688,부산광역시 중구,2020-04-29
360,이디야연산대로점,부산광역시 연제구 월드컵대로 166(연산동),35.18747948,129.078474,매우우수,HG200001689,부산광역시 연제구,2020-04-29
361,버거킹 부산서부터미널점,부산광역시 사상구 사상로 201(별관2동 지하1층 괘법동),35.16315151,128.9809876,매우우수,HG200001691,부산광역시 사상구,2020-04-29
362,버거킹 대연GS점,부산광역시 남구 수영로 288(대연동),35.13609694,129.0978864,매우우수,HG200001693,부산광역시 남구,2020-04-29
363,이디야커피(문현베스티움점),"부산광역시 남구 고동골로 29(112동 1층 101,102호 문현동, 국제금융시티 문현베스티움 아파트)",35.13899275,129.0704592,매우우수,HG200001705,부산광역시 남구,2020-04-29
364,파리바게뜨부산시청점,"부산광역시 연제구 중앙대로 1036(연산동,1층일부)",35.18083302,129.0778262,매우우수,HG200001708,부산광역시 연제구,2020-04-29
365,롯데리아 부산사상점,부산광역시 사상구 사상로 211(괘법동),35.16397022,128.9834013,매우우수,HG200001711,부산광역시 사상구,2020-04-29
366,이디야구포사거리점,"부산광역시 북구 백양대로 1065(1,2층 구포동)",35.20027324,128.9972479,매우우수,HG200001713,부산광역시 북구,2020-04-29
367,이디야 커피숍,부산광역시 연제구 월드컵대로 19(1층 연산동),35.17637428,129.0855399,매우우수,HG200001714,부산광역시 연제구,2020-04-29
368,본도시락사상점,"부산광역시 사상구 운산로 42(1층 111.112.113호 괘법동, 한신아파트상가2동)",35.16810873,128.9810472,좋음,HG200001719,부산광역시 사상구,2020-04-29
369,도조스시,부산광역시 연제구 중앙대로1150번길 50-1(1층 연산동),35.19040063,129.0834428,좋음,HG200001720,부산광역시 연제구,2020-04-29
370,던킨도너츤 구포역점,"부산광역시 북구 구포만세길 82(2층 구포동, 구포역내)",35.2054751,128.9971469,매우우수,HG200001722,부산광역시 북구,2020-04-29
371,비알코리아(주)던킨도너츠 경성대부경대역사,부산광역시 남구 수영로 324(대연동),35.13756007,129.1015382,매우우수,HG200001723,부산광역시 남구,2020-04-29
372,이디야부산미남역점,부산광역시 동래구 아시아드대로 223(온천동),35.20398933,129.0666782,매우우수,HG200001973,부산광역시 동래구,2020-05-11
373,카페 파스쿠치,부산광역시 중구 충장대로9번길 66(중앙동4가),35.11091402,129.0394534,매우우수,HG200001980,부산광역시 중구,2020-05-11
374,스타벅스 서면메디컬거리점,부산광역시 부산진구 가야대로 783-1(1층 부전동),35.15796478,129.0573943,매우우수,HG200001982,부산광역시 부산진구,2020-05-11
375,이디야부산명륜초교점,부산광역시 동래구 충렬대로237번길 143(1층 명륜동),35.20724026,129.082239,우수,HG200001991,부산광역시 동래구,2020-05-11
376,이디야커피동광동점,부산광역시 중구 해관로 14(1층 동광동1가),35.10008244,129.0359156,우수,HG200001997,부산광역시 중구,2020-05-11
377,커피전문점,부산광역시 기장군 장안읍 동해고속도로 25,35.37752079,129.2464003,우수,HG200001998,부산광역시 기장군,2020-05-11
378,(주)스타벅스서면중앙점,"부산광역시 부산진구 서면로68번길 1(1,2층 101,102,201호 부전동)",35.15687719,129.0580717,매우우수,HG200002004,부산광역시 부산진구,2020-05-11
379,이디야커피숍,부산광역시 북구 효열로 214-1(금곡동),35.26313299,129.0192185,매우우수,HG200002005,부산광역시 북구,2020-05-11
380,롯데리아서면지하상가점,부산광역시 부산진구 가야대로 지하 777(가야로상 지하상가 지하1층 중앙몰 J-21호 부전동),35.15796219,129.0566589,매우우수,HG200002013,부산광역시 부산진구,2020-05-11
381,이디야커피 광복중앙점,부산광역시 중구 남포길 21(1~3층 남포동2가),35.09881581,129.0311834,매우우수,HG200002015,부산광역시 중구,2020-05-11
382,스타벅스서면트레이더스점,"부산광역시 부산진구 시민공원로 31(부암동,주이마트 1층)",35.1639021,129.0525537,매우우수,HG200002017,부산광역시 부산진구,2020-05-11
383,던킨도너츠,부산광역시 기장군 장안읍 동해고속도로 25(장안휴게소하행 1층),35.37752079,129.2464003,매우우수,HG200002027,부산광역시 기장군,2020-05-11
384,이디야커피부산가야홈플러스,부산광역시 부산진구 가야대로 506(가야홈플러스 1층 가야동),35.15246399,129.027317,우수,HG200002031,부산광역시 부산진구,2020-05-11
385,이디야 커피 광복로점,부산광역시 중구 구덕로22번길 8-1(1층 광복동1가),35.09829116,129.0335129,우수,HG200002033,부산광역시 중구,2020-05-11
386,스타벅스동의대역점,"부산광역시 부산진구 가야대로 589(1,2층 가야동)",35.15498421,129.036206,매우우수,HG200002036,부산광역시 부산진구,2020-05-11
387,배스킨 라빈스,"부산광역시 동래구 명안로85번길 52(명장동,외1필지)",35.20485523,129.1017994,매우우수,HG200002043,부산광역시 동래구,2020-05-11
388,롯데리아 부산기장점,부산광역시 기장군 기장읍 읍내로 114,35.24489018,129.2168965,우수,HG200002051,부산광역시 기장군,2020-05-11
389,이디야 부산장전서희점,부산광역시 금정구 수림로20번길 27(부곡동),35.24092562,129.0901801,매우우수,HG200002057,부산광역시 금정구,2020-05-11
390,이디야 동래 럭키점,부산광역시 동래구 중앙대로1333번길 20-15(온천동),35.20669727,129.0764221,매우우수,HG200002058,부산광역시 동래구,2020-05-11
391,이디야커피 국제물류점,"부산광역시 강서구 범방3로46번길 5(104, 105호 범방동)",35.14749968,128.8806891,매우우수,HG200002061,부산광역시 강서구,2020-05-12
392,이디야 부민동아대점,부산광역시 서구 임시수도기념로 9(부민동2가),35.10322455,129.019371,매우우수,HG200002063,부산광역시 서구,2020-05-12
393,비알코리아(주)던킨도너츠 부산사상역사,부산광역시 사상구 사상로 지하 203(지1층 괘법동),35.16256194,128.9847674,매우우수,HG200002069,부산광역시 사상구,2020-05-12
394,파리바게뜨부산사하점,부산광역시 사하구 낙동대로 253(괴정동),35.09899404,128.9892988,우수,HG200002080,부산광역시 사하구,2020-05-12
395,이디야커피 부산사상롯데마트점,부산광역시 사상구 낙동대로 733(롯데마트엄궁점 1층 엄궁동),35.12759375,128.9683596,매우우수,HG200002083,부산광역시 사상구,2020-05-12
396,파스쿠찌구포점,"부산광역시 북구 낙동북로 720(2,3층 구포동)",35.19800451,129.0001851,매우우수,HG200002090,부산광역시 북구,2020-05-12
397,이디야 신평역점,부산광역시 사하구 하신중앙로 182(201호 신평동),35.0947936,128.9624435,좋음,HG200002100,부산광역시 사하구,2020-05-12
398,비알코리아(주) 던킨도너츠 부산역라마다,"부산광역시 동구 중앙대로196번길 10(부산역라마다앙코르호텔 지상 1, 2층 104호, 205호 초량동)",35.11424168,129.0403295,매우우수,HG200002107,부산광역시 동구,2020-05-12
399,비알코리아(주)던킨도너츠부산덕천역사,"부산광역시 북구 금곡대로 지하 14(덕천동,덕천지하상가 A14,15)",35.22472407,129.0171884,매우우수,HG200002110,부산광역시 북구,2020-05-12
400,롯데리아 부산화명점,"부산광역시 북구 화명신도시로 127(102,202호 화명동, 범서미라클)",35.23535262,129.0105976,우수,HG200002117,부산광역시 북구,2020-05-12
401,이디야커피초량점,부산광역시 동구 중앙대로332번길 4(초량동),35.12542349,129.0460893,매우우수,HG200002118,부산광역시 동구,2020-05-12
402,비알코리아(주)던킨도너츠 부산하단역사,부산광역시 사하구 낙동남로 지하 1415(지하1층 하단동),35.08854538,128.9805965,매우우수,HG200002121,부산광역시 사하구,2020-05-12
403,홍대개미 명지스타필드시티점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 3층 3310호 명지동),35.09310945,128.9181487,매우우수,HG200002135,부산광역시 강서구,2020-05-13
404,배스킨라빈스 부산명지점,부산광역시 강서구 명지오션시티4로 82(104호 명지동),35.08168347,128.9032386,매우우수,HG200002141,부산광역시 강서구,2020-05-13
405,비알코리아(주)던킨도너츠 김해공항 국내선,"부산광역시 강서구 공항진입로 108(대저2동, 국내선2층)",35.17271673,128.9457317,매우우수,HG200002147,부산광역시 강서구,2020-05-13
406,파스쿠찌(강서점),"부산광역시 강서구 체육공원로6번길 184(1,2,3층 대저1동)",35.20940639,128.9826866,매우우수,HG200002156,부산광역시 강서구,2020-05-13
407,스타벅스커피범일교차로점,"부산광역시 동구 조방로 4(범일동, 상록회관)",35.13771756,129.0637818,매우우수,HG200002168,부산광역시 동구,2020-05-14
408,배스킨라빈스부산금정이마트점,"부산광역시 금정구 중앙대로1841번길 24(구서동,외 6필지)",35.24994464,129.0905977,매우우수,HG200002171,부산광역시 금정구,2020-05-14
409,스타벅스 부산역라마다점,"부산광역시 동구 중앙대로196번길 10(부산역라마다앙코르호텔 102,203,204호 초량동)",35.11424168,129.0403295,매우우수,HG200002178,부산광역시 동구,2020-05-14
410,이디야,부산광역시 금정구 금강로 265(장전동),35.23176882,129.0850369,매우우수,HG200002179,부산광역시 금정구,2020-05-14
411,스타벅스 부산역아스티점,"부산광역시 동구 중앙대로214번길 7-8(아스티근생 107,108,212,213,214호 초량동)",35.11656162,129.0420375,매우우수,HG200002192,부산광역시 동구,2020-05-14
412,(주)스타벅스 부산연산역점,부산광역시 연제구 반송로 20(1층 연산동),35.18694942,129.0833201,매우우수,HG200002193,부산광역시 연제구,2020-05-14
413,스타벅스 부산역점,"부산광역시 동구 중앙대로 216(초량동,,1층)",35.11632884,129.0408058,매우우수,HG200002202,부산광역시 동구,2020-05-14
414,스타벅스 연산중앙로점,부산광역시 연제구 중앙대로 1091(1층 연산동),35.18541388,129.0806536,매우우수,HG200002205,부산광역시 연제구,2020-05-14
415,코레일유통(주)크리스피크림도넛,부산광역시 동구 중앙대로 206(초량동),35.11760826,129.0450567,매우우수,HG200002216,부산광역시 동구,2020-05-14
416,드래곤베이커리,부산광역시 북구 만덕1로 17(지하1~1층 만덕동),35.21402157,129.0355948,우수,HG200002232,부산광역시 북구,2020-05-18
417,오색면전,부산광역시 중구 중앙대로 2(롯데백화점광복점 10층 중앙동7가),35.09830894,129.0367048,매우우수,HG200002234,부산광역시 중구,2020-05-19
418,홍대개미 신세계백화점센텀시티점,"부산광역시 해운대구 센텀남대로 35(지하1층 일부호 우동, 신세계백화점센텀시티점)",35.16863843,129.1290824,매우우수,HG200002243,부산광역시 해운대구,2020-05-19
419,홍대개미 롯데백화점광복점,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 롯데백화점광복점)",35.09830894,129.0367048,매우우수,HG200002244,부산광역시 중구,2020-05-19
420,샤브진,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 롯데백화점광복점 식품관)",35.09830894,129.0367048,매우우수,HG200002280,부산광역시 중구,2020-05-19
421,비비큐올리브돈까스,부산광역시 중구 중앙대로 2(지하층 중앙동7가),35.09830894,129.0367048,우수,HG200002282,부산광역시 중구,2020-05-19
422,속초코다리냉면,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점 센텀시티점 지하 1층 일부)",35.16985471,129.1310752,우수,HG200002298,부산광역시 해운대구,2020-05-19
423,롯데푸드(주) 파스퇴르 밀크바 광복점,"부산광역시 중구 중앙대로 2(중앙동7가, 롯데백화점 광복점 아쿠아몰 지하1층)",35.09830894,129.0367048,매우우수,HG200002327,부산광역시 중구,2020-05-19
424,폴바셋 롯데백화점광복점,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 롯데백화점광복점)",35.09830894,129.0367048,매우우수,HG200002330,부산광역시 중구,2020-05-19
425,손수미가(셰프코리아),"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점 지하1층 일부)",35.16985471,129.1310752,매우우수,HG200002339,부산광역시 해운대구,2020-05-19
426,비첸향,"부산광역시 중구 중앙대로 2(지하1층 중앙동7가, 롯데백화점)",35.09830894,129.0367048,매우우수,HG200002371,부산광역시 중구,2020-05-19
427,앤티앤스 롯데백화점 센텀시티점,"부산광역시 해운대구 센텀남대로 59(우동, 롯데백화점 센텀시티점 지하 1층)",35.16985471,129.1310752,매우우수,HG200002382,부산광역시 해운대구,2020-05-19
428,떡구름 롯데센텀점,부산광역시 해운대구 센텀남대로 59(롯데백화점센텀시티점 지하1층 일부호 우동),35.16985471,129.1310752,매우우수,HG200002405,부산광역시 해운대구,2020-05-19
429,던킨도너츠 부산양정역사점,부산광역시 부산진구 중앙대로 지하 930(지하1층 양정동),35.17271377,129.0714835,매우우수,HG200002428,부산광역시 부산진구,2020-05-20
430,이디야부암점,부산광역시 부산진구 신천대로185번길 23(1-2층 당감동),35.15833567,129.0489587,매우우수,HG200002442,부산광역시 부산진구,2020-05-20
431,배스킨라빈스 부산전포카페거리점,"부산광역시 부산진구 동천로 73(지상1층 부전동, 디에스타워)",35.1552284,129.0621003,매우우수,HG200002450,부산광역시 부산진구,2020-05-20
432,배스킨라빈스부산태화,부산광역시 부산진구 중앙대로692번길 22(지상1-2층 부전동),35.15434164,129.0604315,매우우수,HG200002457,부산광역시 부산진구,2020-05-20
433,이디야부산거제메르디앙점,부산광역시 연제구 세병로 80(거제동),35.19555352,129.0827756,매우우수,HG200002462,부산광역시 연제구,2020-05-21
434,파스쿠찌 영도점,"부산광역시 영도구 남항서로 123(2층 남항동1가, 정림위더스하임)",35.09136315,129.0372857,매우우수,HG200002463,부산광역시 영도구,2020-05-21
435,뱅델올리브,부산광역시 수영구 좌수영로 129-1(망미동),35.17570871,129.1180374,우수,HG200002467,부산광역시 수영구,2020-05-21
436,파리바게뜨 부산금융단지점,"부산광역시 부산진구 중앙번영로 32(범천동,1층일부)",35.14439792,129.0626398,매우우수,HG200002472,부산광역시 부산진구,2020-05-21
437,베스킨라빈스 부산안락SK점,부산광역시 동래구 안락로 138-2(1층 안락동),35.19885834,129.1119419,매우우수,HG200002476,부산광역시 동래구,2020-05-21
438,파리바게뜨,"부산광역시 연제구 법원북로 16(상가동 109호 거제동, 거제2차현대홈타운)",35.19254692,129.0681316,매우우수,HG200002495,부산광역시 연제구,2020-05-21
439,배스킨라빈스부산서면일번가점,부산광역시 부산진구 신천대로62번길 77(지상1층 부전동),35.15422547,129.0582568,매우우수,HG200002500,부산광역시 부산진구,2020-05-21
440,배스킨라빈스(동삼점),부산광역시 영도구 동삼북로 20(108동 115호 동삼동),35.08207668,129.0706572,매우우수,HG200002501,부산광역시 영도구,2020-05-21
441,이디야커피 부산 안락중앙점,부산광역시 동래구 충렬대로 413(1층 안락동),35.19687948,129.1036133,매우우수,HG200002506,부산광역시 동래구,2020-05-21
442,(주)이디야 부산송도해상케이블카점,부산광역시 서구 송도해변로 171(3층 암남동),35.07675264,129.0233614,매우우수,HG200002513,부산광역시 서구,2020-05-21
443,이디야커피,부산광역시 동래구 충렬대로350번길 16(1층 안락동),35.19701172,129.0970045,매우우수,HG200002514,부산광역시 동래구,2020-05-21
444,파리바게뜨(거제시장점),"부산광역시 연제구 거제천로87번길 29(거제동,지상1층일부)",35.18250956,129.0717439,매우우수,HG200002519,부산광역시 연제구,2020-05-21
445,던킨부산서면점,부산광역시 부산진구 가야대로 779(1층 부전동),35.15795193,129.0568015,매우우수,HG200002529,부산광역시 부산진구,2020-05-21
446,파리바게뜨 온천스카이점,부산광역시 동래구 온천장로125번길 11(온천동),35.22221898,129.0845032,매우우수,HG200002538,부산광역시 동래구,2020-05-21
447,(주)던킨엔씨서면점,부산광역시 부산진구 동천로 92(지상6층 전포동),35.15703218,129.0630128,매우우수,HG200002544,부산광역시 부산진구,2020-05-21
448,배스킨라빈스 부산미남점,부산광역시 동래구 아시아드대로 221(온천동),35.20386373,129.0666107,매우우수,HG200002550,부산광역시 동래구,2020-05-21
449,베스킨라빈스,부산광역시 해운대구 구남로 30(우동),35.16141942,129.1604074,매우우수,HG200002560,부산광역시 해운대구,2020-05-22
450,이디야커피 모라점,"부산광역시 사상구 백양대로 906(모라동, 우성아파트 상가2동 113,114호)",35.18847021,128.9922283,좋음,HG200002562,부산광역시 사상구,2020-05-22
451,파리바게뜨 병무청SK점,부산광역시 수영구 연수로 277-4(1층 망미동),35.1732662,129.1013067,매우우수,HG200002575,부산광역시 수영구,2020-05-22
452,배스킨라빈스부산모라점,부산광역시 사상구 백양대로 905-1(모라동),35.18715005,128.9905324,매우우수,HG200002577,부산광역시 사상구,2020-05-22
453,배스킨라빈스 부산사상,부산광역시 사상구 사상로 208(1층 괘법동),35.16362129,128.9841874,매우우수,HG200002579,부산광역시 사상구,2020-05-22
454,이디야 부산망미중앙점,부산광역시 수영구 과정로 65(A동 1층 망미동),35.17721676,129.106959,매우우수,HG200002590,부산광역시 수영구,2020-05-22
455,이디야커피 큰솔2병원점,부산광역시 사상구 학장로 189(1층 학장동),35.14364862,128.9872168,매우우수,HG200002599,부산광역시 사상구,2020-05-22
456,엔제리너스부산덕천점,"부산광역시 북구 덕천1길 24(덕천동 세정인디안매장 1,2층 덕천동)",35.20972999,129.0068969,매우우수,HG200002615,부산광역시 북구,2020-05-25
457,정을담은식탁,부산광역시 수영구 황령대로489번길 14(남천동),35.13868005,129.108203,좋음,HG200002616,부산광역시 수영구,2020-05-25
458,배스킨라빈스(금곡점),부산광역시 북구 금곡대로 441(삼화빌딩 1층 금곡동),35.24771154,129.0126411,매우우수,HG200002622,부산광역시 북구,2020-05-25
459,디초콜릿커피 부산서구청점,"부산광역시 서구 보수대로 9(1층 104호 충무동1가, 바른빌딩)",35.0976432,129.024906,매우우수,HG200002623,부산광역시 서구,2020-05-25
460,디초콜릿커피 부산경성대점,"부산광역시 남구 수영로 324(리마크빌 빌딩 B1층 102,103호 대연동)",35.13756007,129.1015382,매우우수,HG200002624,부산광역시 남구,2020-05-25
461,배스킨라빈스화명2호점,"부산광역시 북구 금곡대로285번길 5(105호 화명동, 레지던스 라움)",35.23367236,129.0131915,매우우수,HG200002627,부산광역시 북구,2020-05-25
462,본도시락 대연점,"부산광역시 남구 수영로 237(101호 대연동, 메디타워)",35.13543239,129.0926325,우수,HG200002628,부산광역시 남구,2020-05-25
463,이디야커피부산하단가락1단지점,"부산광역시 사하구 하신번영로 320(1층 102호 하단동, 옥돌골든아르빌)",35.10942251,128.9591603,매우우수,HG200002639,부산광역시 사하구,2020-05-25
464,배스킨라빈스 부산만덕역점,부산광역시 북구 만덕1로 4(1층 만덕동),35.21353363,129.0367857,매우우수,HG200002641,부산광역시 북구,2020-05-25
465,본도시락 부경대점,"부산광역시 수영구 황령대로473번길 15(108호 남천동, 남천 엑슬루타워)",35.13993066,129.1064862,우수,HG200002642,부산광역시 수영구,2020-05-25
466,사랑회,부산광역시 사하구 낙동대로563번안길 31(하단동),35.11212304,128.9630314,매우우수,HG200002648,부산광역시 사하구,2020-05-25
467,배스킨라빈스 정관구연점,부산광역시 기장군 정관읍 정관로 615(1층),35.32004209,129.1809171,매우우수,HG200002685,부산광역시 기장군,2020-05-27
468,던킨,"부산광역시 연제구 월드컵대로 180(C동 1층 일부,2층 거제동)",35.18803492,129.0768344,매우우수,HG200002687,부산광역시 연제구,2020-05-27
469,베스킨라빈스,부산광역시 연제구 아시아드대로 96(거제동),35.19332891,129.0673622,매우우수,HG200002717,부산광역시 연제구,2020-05-27
470,이디야부산대역점,"부산광역시 금정구 금정로68번길 10(2,3층 장전동)",35.2305697,129.0870752,우수,HG200002727,부산광역시 금정구,2020-05-27
471,베스킨라빈스 부산대역점,부산광역시 금정구 금정로60번길 37(장전동),35.22954,129.0883138,매우우수,HG200002747,부산광역시 금정구,2020-05-27
472,Rosting#A.Z(로스팅샵아지트),부산광역시 동래구 안연로102번길 23(1층 안락동),35.19632594,129.0990706,매우우수,HG200002755,부산광역시 동래구,2020-05-27
473,두끼 동래롯데백화점,"부산광역시 동래구 중앙대로 1393(8층 온천동, 롯데백화점)",35.21170859,129.0774768,좋음,HG200002774,부산광역시 동래구,2020-05-27
474,이디야 금정세무서점,부산광역시 금정구 부곡로141번길 1(부곡동),35.22848135,129.09176,우수,HG200002778,부산광역시 금정구,2020-05-27
475,이디야 센텀퍼스트점,"부산광역시 해운대구 센텀중앙로 60(우동, 더퍼스트인센텀102호)",35.1738325,129.1288579,매우우수,HG200002788,부산광역시 해운대구,2020-05-28
476,디초콜릿커피 부산W스퀘어점,"부산광역시 남구 분포로 145(더블유스퀘어동 1층 1059,1060호 용호동, 더블유)",35.1342266,129.1112149,매우우수,HG200002796,부산광역시 남구,2020-05-28
477,이디야 문현BIFC점,"부산광역시 남구 문현금융로 40(부산국제금융센터 1층 A127, A136, A137호 문현동)",35.14648787,129.0658605,매우우수,HG200002808,부산광역시 남구,2020-05-28
478,베스킨라빈스31,"부산광역시 남구 전포대로91번길 47(문현동,E마트 1층)",35.14430272,129.0642407,매우우수,HG200002817,부산광역시 남구,2020-05-28
479,파리바게뜨,부산광역시 부산진구 새싹로 177(세동한신아파트 106동 1층 115호 연지동),35.17633434,129.052319,우수,HG200002825,부산광역시 부산진구,2020-05-28
480,배스킨라빈스,"부산광역시 해운대구 센텀중앙로 78(우동, 센텀그린타워106호)",35.17462499,129.1270026,매우우수,HG200002888,부산광역시 해운대구,2020-06-02
481,배스킨라빈스 부산국제신도시,"부산광역시 강서구 명지국제8로 245(103호 명지동, 명지뉴타워복합상가)",35.09841502,128.9198315,매우우수,HG200002889,부산광역시 강서구,2020-06-02
482,파스쿠찌 해운대장산점,"부산광역시 해운대구 세실로69번길 17(1,2층 좌동)",35.17158154,129.1759096,매우우수,HG200002908,부산광역시 해운대구,2020-06-02
483,이디야 부산역광장점,"부산광역시 동구 중앙대로180번길 6-1(초량동, 1층)",35.11301265,129.0396447,매우우수,HG200002912,부산광역시 동구,2020-06-02
484,파스쿠찌,"부산광역시 북구 산성로 17-6(화명동, DK규성빌딩)",35.23948214,129.0158348,우수,HG200002930,부산광역시 북구,2020-06-02
485,파리바게뜨 괴정대티점,"부산광역시 사하구 낙동대로 154(B동 1층 괴정동, 상록빌딩)",35.10305976,128.999132,좋음,HG200002944,부산광역시 사하구,2020-06-02
486,배스킨라빈스 해운대양운점,부산광역시 해운대구 좌동순환로 70(1층 좌동),35.17251184,129.1673384,매우우수,HG200002952,부산광역시 해운대구,2020-06-02
487,파리바게뜨(부산화명),"부산광역시 북구 화명대로 27(1층 화명동, 윤프라자)",35.23522994,129.0112553,매우우수,HG200002977,부산광역시 북구,2020-06-02
488,이디야 부산수변공원점,부산광역시 수영구 광안해변로344번길 17-9(1층 101호 민락동),35.15521504,129.1312015,매우우수,HG200002978,부산광역시 수영구,2020-06-02
489,하삼동커피괴정대티점,부산광역시 사하구 낙동대로 154(괴정동),35.10305976,128.999132,우수,HG200002979,부산광역시 사하구,2020-06-02
490,베스킨라빈스 당리점,부산광역시 사하구 낙동대로 410(당리동),35.10389006,128.9735631,매우우수,HG200002992,부산광역시 사하구,2020-06-02
