연번,업소명,소재지,위도,경도,지역,지정등급,지정번호,지정일자
654,버거킹 우동점,"부산광역시 해운대구 해운대로452번길 16(우동, 지하1층,지상1층 일부)",35.16328756,129.1412142,매우우수,HG200006633,부산광역시 해운대구,2020-09-11
655,부엉이돈가스 스타필드시티명지점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 3층 3301호 명지동),35.09310945,128.9181487,매우우수,HG200006634,부산광역시 강서구,2020-09-11
656,이디야가야동의대점,부산광역시 부산진구 가야대로 590-1(지상1-2층 가야동),35.1543333,129.0364282,우수,HG200006637,부산광역시 부산진구,2020-09-11
657,이디야,"부산광역시 해운대구 중동2로 5(중동, 지상1층일부)",35.16254039,129.164759,매우우수,HG200006639,부산광역시 해운대구,2020-09-11
658,플라잉볼 명지스타필드시티점,부산광역시 강서구 명지국제6로 168(스타필드 시티 명지점 3층 3307호 명지동),35.09310945,128.9181487,매우우수,HG200006642,부산광역시 강서구,2020-09-11
659,할리스커피 부산해운대점,"부산광역시 해운대구 해운대해변로 277(중동, 다옴빌딩 1~2층)",35.15988503,129.16156,매우우수,HG200006645,부산광역시 해운대구,2020-09-11
660,주식회사 에이치앤디이 장안부산휴게소,부산광역시 기장군 장안읍 동해고속도로 25,35.37752079,129.2464003,매우우수,HG200006818,부산광역시 기장군,2020-09-18
661,소풍가는길(부산방향),부산광역시 기장군 장안읍 동해고속도로 25,35.37752079,129.2464003,매우우수,HG200006834,부산광역시 기장군,2020-09-18
662,이디야커피양정현대점,부산광역시 부산진구 동평로 362(2층 양정동),35.17456733,129.0647124,우수,HG200006872,부산광역시 부산진구,2020-09-21
663,파스쿠찌전포카페거리점,"부산광역시 부산진구 동천로 62(전포동, 지상1층전체)",35.15425949,129.0626035,매우우수,HG200006885,부산광역시 부산진구,2020-09-21
664,롯데쇼핑(주)롯데마트동부산점,부산광역시 기장군 기장읍 기장해안로 147(2층 롯데몰동부산점),35.19221051,129.2127825,우수,HG200006892,부산광역시 기장군,2020-09-21
665,파리바게뜨가야동의대점,"부산광역시 부산진구 대학로 10-11(가야동,번지1층)",35.15428523,129.0367788,매우우수,HG200006896,부산광역시 부산진구,2020-09-21
666,롯데쇼핑(주) 롯데마트동부산점(밥류),부산광역시 기장군 기장읍 기장해안로 147(2층 롯데몰동부산점 롯데마트),35.19221051,129.2127825,우수,HG200006904,부산광역시 기장군,2020-09-21
667,파스쿠찌 부산송도해변점,부산광역시 서구 송도해변로 79(2층 암남동),35.07601729,129.0164881,매우우수,HG200006917,부산광역시 서구,2020-09-22
668,이지케이코리아(주)버거킹안락점,부산광역시 동래구 충렬대로 311(2동 1층 안락동),35.19982274,129.0931659,매우우수,HG200006925,부산광역시 동래구,2020-09-22
669,이디야커피(동아대병원점),부산광역시 서구 동대로 22(1층 동대신동3가),35.11896449,129.0181301,매우우수,HG200006948,부산광역시 서구,2020-09-22
670,투썸플레이스 부산광복점,부산광역시 중구 광복로 49(2-3층 창선동1가),35.09938059,129.0304885,매우우수,HG200006953,부산광역시 중구,2020-09-22
671,할리스커피 부산대역점,"부산광역시 금정구 부산대학로 29(1층 107,111,112호 장전동)",35.23078553,129.0881327,매우우수,HG200006959,부산광역시 금정구,2020-09-22
672,스타벅스 금정남산동DT점,"부산광역시 금정구 중앙대로 1989(남산프라자 1,2층 남산동)",35.26214283,129.0913108,매우우수,HG200006965,부산광역시 금정구,2020-09-22
673,파리바게뜨,부산광역시 중구 충장대로5번길 12-1(1층 중앙동4가),35.10634614,129.0370919,좋음,HG200006966,부산광역시 중구,2020-09-22
674,파리바게뜨화명롯데카이저점,"부산광역시 북구 금곡대로 166(903동 지하1층 B114호 화명동, 롯데캐슬카이저)",35.22636131,129.0122107,매우우수,HG200006968,부산광역시 북구,2020-09-22
675,배스킨라빈스,부산광역시 사하구 낙동남로 1388(하단동),35.10587267,128.9634843,매우우수,HG200006969,부산광역시 사하구,2020-09-22
676,고디바,"부산광역시 부산진구 가야대로 772(지하1층 부전동, 롯데백화점)",35.15679253,129.0564133,매우우수,HG200006994,부산광역시 부산진구,2020-09-23
677,미미미 부산롯데백화점본점,"부산광역시 부산진구 가야대로 772(3층 부전동, 롯데백화점본점)",35.15679253,129.0564133,매우우수,HG200007004,부산광역시 부산진구,2020-09-23
678,이디야커피(지오플레이스),"부산광역시 부산진구 동천로 4(1층 1006,1007,1008호 전포동, 지오플레이스)",35.14943396,129.0639784,매우우수,HG200007020,부산광역시 부산진구,2020-09-23
679,파리바게뜨(부산대청점),부산광역시 중구 대청로 89-2(1층 대청동3가),35.10309159,129.0297565,매우우수,HG200007107,부산광역시 중구,2020-09-28
680,파리바게뜨,부산광역시 동래구 금강공원로 26(온천동),35.21915063,129.081892,매우우수,HG200007130,부산광역시 동래구,2020-09-28
681,경성대 케이에프씨(KFC),부산광역시 남구 수영로 324(리마크빌 1층 104호 대연동),35.13756007,129.1015382,매우우수,HG200007131,부산광역시 남구,2020-09-28
682,파리바게뜨,부산광역시 중구 비프광장로 7(지상1층 부평동2가),35.09845382,129.0260458,매우우수,HG200007137,부산광역시 중구,2020-09-28
683,스시,부산광역시 수영구 황령대로 521(메가마트 남천점 1층 남천동),35.13725731,129.1109928,매우우수,HG200007143,부산광역시 수영구,2020-09-28
684,파리바게뜨명장점,부산광역시 동래구 서동중심로 4(명장동),35.21015139,129.1042104,매우우수,HG200007155,부산광역시 동래구,2020-09-28
685,스타벅스 명지강변DT점,부산광역시 강서구 르노삼성대로 620(명지동),35.10264101,128.9294876,매우우수,HG200007243,부산광역시 강서구,2020-10-05
686,이디야커피숍,부산광역시 사상구 가야대로 278-1(1층 주례동),35.15012617,129.0029893,매우우수,HG200007297,부산광역시 사상구,2020-10-05
687,사상역 케이에프씨(KFC),"부산광역시 사상구 사상로 200(엠시티빌딩 1, 2층 107, 203호 괘법동)",35.16295985,128.9846075,매우우수,HG200007334,부산광역시 사상구,2020-10-05
688,건스 앤 쉬림프,부산광역시 중구 중앙대로 2(롯데백화점광복점 지하1층 중앙동7가),35.09830894,129.0367048,매우우수,HG200007492,부산광역시 중구,2020-10-08
689,이디야수안점,부산광역시 동래구 충렬대로202번길 15(수안동),35.20204216,129.0819174,매우우수,HG200007508,부산광역시 동래구,2020-10-08
690,카페051 명륜아이파크2차점,부산광역시 동래구 시실로 34(1층 명륜동),35.21605813,129.0870023,매우우수,HG200007525,부산광역시 동래구,2020-10-08
691,한스델리,"부산광역시 연제구 종합운동장로 7(거제동, 홈플러스 아시아드점)",35.19126678,129.0620097,매우우수,HG200007589,부산광역시 연제구,2020-10-14
692,서래마을 서래식당,"부산광역시 연제구 종합운동장로 7(거제동, 홈플러스 아시아드점)",35.19126678,129.0620097,매우우수,HG200007615,부산광역시 연제구,2020-10-14
693,키무카츠,부산광역시 연제구 종합운동장로 7(거제동),35.19126678,129.0620097,매우우수,HG200007637,부산광역시 연제구,2020-10-14
694,채선당 행복가마솥밥,"부산광역시 연제구 종합운동장로 7(거제동, 홈플러스 아시아드점)",35.19126678,129.0620097,매우우수,HG200007656,부산광역시 연제구,2020-10-14
695,쉐이크쉑 서면,부산광역시 부산진구 중앙대로 672(서면피에스타 1층 110호 부전동),35.15300583,129.0596019,매우우수,HG200007672,부산광역시 부산진구,2020-10-15
696,이디야커피부산개금동점,"부산광역시 부산진구 가야대로 479(1층 개금동, 한사랑빌딩)",35.15346949,129.0246078,매우우수,HG200007678,부산광역시 부산진구,2020-10-15
697,파리바게뜨광안점,부산광역시 수영구 수영로 599-2(광안동),35.15932093,129.1132139,매우우수,HG200007686,부산광역시 수영구,2020-10-15
698,스타벅스 부산송도해수욕장점,"부산광역시 서구 송도해변로 97(1,2층 101, 102, 201호 암남동)",35.07722283,129.0178409,매우우수,HG200007707,부산광역시 서구,2020-10-16
699,부산동명대DT 맥도날드,부산광역시 남구 신선로 424(용당동),35.12280262,129.0997374,매우우수,HG200007831,부산광역시 남구,2020-10-23
700,웨이쿡 아시아드점,"부산광역시 연제구 종합운동장로 7(거제동,홈플러스아시아드점내)",35.19126678,129.0620097,매우우수,HG200007833,부산광역시 연제구,2020-10-23
701,북촌손만두,"부산광역시 연제구 종합운동장로 7(거제동, 홈플러스 아시아드점)",35.19126678,129.0620097,매우우수,HG200007834,부산광역시 연제구,2020-10-23
702,송정집 칼국수,부산광역시 연제구 종합운동장로 7(홈플러스아시아드점 지하2층 거제동),35.19126678,129.0620097,매우우수,HG200007835,부산광역시 연제구,2020-10-23
703,홈플러스(주)아시아드점,"부산광역시 연제구 종합운동장로 7(거제동, 홈플러스아시아드)",35.19126678,129.0620097,매우우수,HG200007836,부산광역시 연제구,2020-10-23
704,파리바게뜨금정부곡점,부산광역시 금정구 부곡로 110(부곡동),35.22568543,129.0919422,매우우수,HG200007843,부산광역시 금정구,2020-10-23
705,맛있는 족발가게 돈풍 아시아드점,"부산광역시 연제구 종합운동장로 7(거제동,홈플러스아시아드점내)",35.19126678,129.0620097,매우우수,HG200007847,부산광역시 연제구,2020-10-23
706,몽블랑제 아시아드점,"부산광역시 연제구 종합운동장로 7(거제동, 홈플러스 아시아드점)",35.19126678,129.0620097,매우우수,HG200007860,부산광역시 연제구,2020-10-23
707,공차 홈플러스 아시아드점,부산광역시 연제구 종합운동장로 7(홈플러스 아시아드점 거제동),35.19126678,129.0620097,매우우수,HG200007862,부산광역시 연제구,2020-10-23
708,101남산돈까스홈플러스아시아드점,부산광역시 연제구 종합운동장로 7(홈플러스아시아드점 지하2층 거제동),35.19126678,129.0620097,매우우수,HG200007863,부산광역시 연제구,2020-10-23
709,편장군족발(아시아드점),부산광역시 연제구 종합운동장로 7(홈플러스 아시아드점 1층 거제동),35.19126678,129.0620097,매우우수,HG200007864,부산광역시 연제구,2020-10-23
710,이가네 떡볶이,"부산광역시 연제구 종합운동장로 7(거제동, 홈플러스 아시아드점)",35.19126678,129.0620097,우수,HG200007865,부산광역시 연제구,2020-10-23
711,앤티앤스 프레즐,부산광역시 연제구 종합운동장로 7(홈플러스 아시아드점  지하2층 거제동),35.19126678,129.0620097,매우우수,HG200007866,부산광역시 연제구,2020-10-23
712,이디야,부산광역시 수영구 수영로 706(광안동),35.16760053,129.1165981,매우우수,HG200007867,부산광역시 수영구,2020-10-23
713,유달리,부산광역시 금정구 부산대학로64번길 16(장전동),35.23225994,129.0845491,매우우수,HG200007883,부산광역시 금정구,2020-10-23
714,한국맥도날드(유) 부산남천DT점,부산광역시 수영구 수영로 470(남천동),35.14787799,129.1107423,매우우수,HG200007888,부산광역시 수영구,2020-10-23
715,코오롱글로벌(주)스포렉스 부산점,부산광역시 연제구 종합운동장로 7(홈플러스 아시아드점볼링장 내 지하1층 거제동),35.19126678,129.0620097,매우우수,HG200007901,부산광역시 연제구,2020-10-23
716,송사부수제쌀고로케 홈플러스아시아드점,부산광역시 연제구 종합운동장로 7(홈플러스 아시아드점 거제동),35.19126678,129.0620097,매우우수,HG200007902,부산광역시 연제구,2020-10-23
717,시나본아시아드,부산광역시 연제구 종합운동장로 7(홈플러스아시아드점  지하2층 거제동),35.19126678,129.0620097,매우우수,HG200007903,부산광역시 연제구,2020-10-23
718,신포동닭강정,부산광역시 연제구 종합운동장로 7(부산아시아드주경기장노외주차장 지하 2층 거제동),35.19126678,129.0620097,매우우수,HG200007904,부산광역시 연제구,2020-10-23
719,대패가1900,부산광역시 금정구 부산대학로49번길 8(장전동),35.23101791,129.0853455,좋음,HG200007913,부산광역시 금정구,2020-10-23
720,이디야커피율리점,부산광역시 북구 학사로 295(1층 금곡동),35.24758067,129.0121231,매우우수,HG200008019,부산광역시 북구,2020-10-27
721,본설렁탕부산화명점,부산광역시 북구 금곡대로303번길 36(1층 104호 화명동),35.23582774,129.0119878,우수,HG200008029,부산광역시 북구,2020-10-27
722,카페바미,"부산광역시 금정구 금정로219번길 33(1층 101호 구서동, 해피하우스시티빌)",35.24435727,129.0884681,우수,HG200008078,부산광역시 금정구,2020-10-28
723,파리바게트 반여한화점,"부산광역시 해운대구 선수촌로 55(반여동, 지상1층)",35.19879911,129.1183652,매우우수,HG200008139,부산광역시 해운대구,2020-10-29
724,파리바게트해운대센텀점,"부산광역시 해운대구 센텀중앙로 142(재송동, 센텀파크2차1상가104,105,116호)",35.17950002,129.1232823,매우우수,HG200008153,부산광역시 해운대구,2020-10-29
725,더메나쥬리 센텀점,"부산광역시 해운대구 센텀남대로 35(우동, 신세계백화점 지하1층)",35.16863843,129.1290824,매우우수,HG200008162,부산광역시 해운대구,2020-10-29
726,(주)비엔씨제과,"부산광역시 동구 중앙대로 206(초량동,1층)",35.11760826,129.0450567,매우우수,HG200008225,부산광역시 동구,2020-11-03
727,김밥천국,부산광역시 동구 중앙대로 206(초량동),35.11760826,129.0450567,우수,HG200008226,부산광역시 동구,2020-11-03
728,써브웨이 부산역점,"부산광역시 동구 중앙대로 206(초량동,3층)",35.11760826,129.0450567,매우우수,HG200008241,부산광역시 동구,2020-11-03
729,아자부도넛,부산광역시 동구 중앙대로 206(3층 초량동),35.11760826,129.0450567,매우우수,HG200008242,부산광역시 동구,2020-11-03
730,코레일유통(주)파리바게뜨부산역사점,부산광역시 동구 중앙대로 206(부산역사내 1층일부 초량동),35.11760826,129.0450567,매우우수,HG200008257,부산광역시 동구,2020-11-03
731,탐앤탐스 부산역점,"부산광역시 동구 중앙대로 206(초량동,1층)",35.11760826,129.0450567,매우우수,HG200008258,부산광역시 동구,2020-11-03
732,(주)공차코리아 부산현대백화점,부산광역시 동구 범일로 125(범일동),35.14130573,129.0585722,매우우수,HG200008302,부산광역시 동구,2020-11-05
733,나베야,"부산광역시 동구 중앙대로 206(초량동,3층)",35.11760826,129.0450567,매우우수,HG200008326,부산광역시 동구,2020-11-05
734,얏타미라멘,"부산광역시 사상구 사상로 201(2층 8호 괘법동, 애플 아울렛)",35.16315151,128.9809876,우수,HG200008349,부산광역시 사상구,2020-11-06
735,떡만드는앙드레,부산광역시 사하구 낙동남로 1413(아트몰링 지하1층 하단동),35.10681916,128.966874,매우우수,HG200008350,부산광역시 사하구,2020-11-06
736,샤브랑그릴,"부산광역시 사상구 사상로 201(2층 14호 괘법동, 애플 아울렛)",35.16315151,128.9809876,좋음,HG200008368,부산광역시 사상구,2020-11-06
737,고우만두,부산광역시 사하구 낙동남로 1413(아트몰링 지하1층 하단동),35.10681916,128.966874,매우우수,HG200008369,부산광역시 사하구,2020-11-06
738,미스터스시,"부산광역시 사상구 사상로 201(2층 12호 괘법동, 애플아울렛)",35.16315151,128.9809876,좋음,HG200008381,부산광역시 사상구,2020-11-06
739,마이고기,부산광역시 사하구 낙동남로 1413(지하1층 하단동),35.10681916,128.966874,좋음,HG200008393,부산광역시 사하구,2020-11-06
740,코코로 벤또,"부산광역시 사상구 사상로 201(2층 10호 괘법동, 애플 아울렛)",35.16315151,128.9809876,좋음,HG200008399,부산광역시 사상구,2020-11-09
741,채선당 샤브보트,부산광역시 사하구 낙동남로 1413(아트몰링 16층 하단동),35.10681916,128.966874,매우우수,HG200008400,부산광역시 사하구,2020-11-09
742,1970핫도그,부산광역시 사하구 낙동남로 1413(지하1층 하단동),35.10681916,128.966874,좋음,HG200008405,부산광역시 사하구,2020-11-09
743,투썸플레이스 부산아트몰링점,부산광역시 사하구 낙동남로 1413(지하1층 하단동),35.10681916,128.966874,매우우수,HG200008409,부산광역시 사하구,2020-11-09
744,놀부부대찌개·철판구이,"부산광역시 사상구 사상로 201(2층 18호 괘법동, 애플아울렛)",35.16315151,128.9809876,좋음,HG200008410,부산광역시 사상구,2020-11-09
745,미미공간 부산아트몰링점,부산광역시 사하구 낙동남로 1413(아트몰링 15층 하단동),35.10681916,128.966874,매우우수,HG200008411,부산광역시 사하구,2020-11-09
746,신룽푸마라탕,부산광역시 사하구 낙동남로 1413(아트몰링 16층 하단동),35.10681916,128.966874,매우우수,HG200008416,부산광역시 사하구,2020-11-09
747,장원,부산광역시 사하구 낙동남로 1413(17층 하단동),35.10681916,128.966874,우수,HG200008418,부산광역시 사하구,2020-11-11
748,토니버거,부산광역시 사하구 낙동남로 1413(지하1층 하단동),35.10681916,128.966874,우수,HG200008421,부산광역시 사하구,2020-11-11
749,원가회관 애플아울렛사상점,부산광역시 사상구 사상로 201(애플아울렛 본관동 2층 7호 괘법동),35.16315151,128.9809876,우수,HG200008422,부산광역시 사상구,2020-11-11
750,고구려짬뽕10101 애플아울렛 사상점,부산광역시 사상구 사상로 201(2층 3호 괘법동),35.16315151,128.9809876,우수,HG200008423,부산광역시 사상구,2020-11-11
751,도미노피자서면점,부산광역시 부산진구 전포대로 195(2층 전포동),35.1541209,129.0650382,매우우수,HG200008424,부산광역시 부산진구,2020-11-11
752,오슬로부산서부터미널점,부산광역시 사상구 사상로 201(서부시외버스터미널 괘법동),35.16315151,128.9809876,매우우수,HG200008425,부산광역시 사상구,2020-11-11
753,한옥마을 전주비빔밥(부산아트몰링점),부산광역시 사하구 낙동남로 1413(14층 하단동),35.10681916,128.966874,우수,HG200008428,부산광역시 사하구,2020-11-11
754,개성전통삼계탕,부산광역시 사하구 낙동남로 1413(14층 하단동),35.10681916,128.966874,매우우수,HG200008430,부산광역시 사하구,2020-11-11
755,카페베네아트몰링점,부산광역시 사하구 낙동남로 1413(14층 하단동),35.10681916,128.966874,매우우수,HG200008434,부산광역시 사하구,2020-11-11
756,싸움의고수아트몰링본점,부산광역시 사하구 낙동남로 1413(아트몰링 15층 하단동),35.10681916,128.966874,매우우수,HG200008436,부산광역시 사하구,2020-11-11
757,킹콩부대찌개&밥볶다 하단아트몰링점,부산광역시 사하구 낙동남로 1413(15층 하단동),35.10681916,128.966874,매우우수,HG200008438,부산광역시 사하구,2020-11-11
758,후쿠오카함바그 익스프레스,부산광역시 사하구 낙동남로 1413(15층 하단동),35.10681916,128.966874,우수,HG200008441,부산광역시 사하구,2020-11-11
759,로봇김밥 아트몰링 하단점,부산광역시 사하구 낙동남로 1413(14층 하단동),35.10681916,128.966874,매우우수,HG200008443,부산광역시 사하구,2020-11-11
760,백미당 아트몰링부산점,부산광역시 사하구 낙동남로 1413(7층 하단동),35.10681916,128.966874,매우우수,HG200008445,부산광역시 사하구,2020-11-11
761,공차 아트몰링하단점,부산광역시 사하구 낙동남로 1413(아트몰링 7층 하단동),35.10681916,128.966874,매우우수,HG200008447,부산광역시 사하구,2020-11-11
762,미카도스시 아트몰링점,부산광역시 사하구 낙동남로 1413(15층 하단동),35.10681916,128.966874,매우우수,HG200008477,부산광역시 사하구,2020-11-11
763,북창동순두부 부산하단아트몰링점,부산광역시 사하구 낙동남로 1413(14층 하단동),35.10681916,128.966874,매우우수,HG200008478,부산광역시 사하구,2020-11-11
764,두끼하단아트몰링점,부산광역시 사하구 낙동남로 1413(14층 하단동),35.10681916,128.966874,매우우수,HG200008479,부산광역시 사하구,2020-11-11
765,박배철과자점,부산광역시 사하구 낙동남로 1413(지하1층 하단동),35.10681916,128.966874,우수,HG200008480,부산광역시 사하구,2020-11-11
766,할매손 충무김밥 아트몰링하단점,부산광역시 사하구 낙동남로 1413(아트몰링 지하1층 하단동),35.10681916,128.966874,매우우수,HG200008481,부산광역시 사하구,2020-11-11
767,무보까,"부산광역시 사상구 사상로 201(1호 괘법동, 애플아울렛)",35.16315151,128.9809876,우수,HG200008482,부산광역시 사상구,2020-11-11
768,던킨도너츠,부산광역시 사상구 사상로 201(괘법동),35.16315151,128.9809876,매우우수,HG200008483,부산광역시 사상구,2020-11-11
769,어묵먹은호랑이,부산광역시 사하구 낙동남로 1413(지하1층 하단동),35.10681916,128.966874,매우우수,HG200008484,부산광역시 사하구,2020-11-11
770,시월애도토리 하단CGV점,부산광역시 사하구 낙동남로 1413(아트몰링 14층 하단동),35.10681916,128.966874,매우우수,HG200008485,부산광역시 사하구,2020-11-11
771,오덕돈까스,"부산광역시 사상구 사상로 201(2호 괘법동, 애플아울렛)",35.16315151,128.9809876,우수,HG200008486,부산광역시 사상구,2020-11-11
772,18번완당집,부산광역시 사하구 낙동남로 1413(14층 하단동),35.10681916,128.966874,매우우수,HG200008488,부산광역시 사하구,2020-11-11
773,북촌손만두 부산아트몰링점,부산광역시 사하구 낙동남로 1413(15층 하단동),35.10681916,128.966874,좋음,HG200008490,부산광역시 사하구,2020-11-11
774,니뽕내뽕아트몰링하단점,부산광역시 사하구 낙동남로 1413(15층 하단동),35.10681916,128.966874,우수,HG200008492,부산광역시 사하구,2020-11-11
775,육첩반상 애플아울렛점,"부산광역시 사상구 사상로 201(2층 9호 괘법동, 애플아울렛)",35.16315151,128.9809876,우수,HG200008497,부산광역시 사상구,2020-11-11
776,한옥마을 전주비빔밥 애플점,"부산광역시 사상구 사상로 201(2층 5호 괘법동, 애플 아울렛)",35.16315151,128.9809876,좋음,HG200008509,부산광역시 사상구,2020-11-12
777,함경면옥,"부산광역시 사상구 사상로 201(2층 6호 괘법동, 애플아울렛)",35.16315151,128.9809876,좋음,HG200008528,부산광역시 사상구,2020-11-12
778,덕유산유통,"부산광역시 사상구 사상로 201(2층 11호 괘법동, 애플 아울렛)",35.16315151,128.9809876,우수,HG200008529,부산광역시 사상구,2020-11-12
779,의령소바,"부산광역시 사상구 사상로 201(2층 4호 괘법동, 애플 아울렛)",35.16315151,128.9809876,좋음,HG200008537,부산광역시 사상구,2020-11-12
780,엄마네 돼지찌개,"부산광역시 사상구 사상로 201(2층 13호 괘법동, 애플아울렛)",35.16315151,128.9809876,좋음,HG200008560,부산광역시 사상구,2020-11-12
781,밥스테이크 애플아울렛사상점,부산광역시 사상구 사상로 201(애플아울렛 2층 괘법동),35.16315151,128.9809876,좋음,HG200008563,부산광역시 사상구,2020-11-12
782,카페마렌 해돋이점,부산광역시 영도구 봉래길 372(영도구복합커뮤니티센터 3층 청학동),35.09111411,129.056705,매우우수,HG200008613,부산광역시 영도구,2020-11-17
783,부산영도지역자활센터 카페마렌 어울림점,부산광역시 영도구 함지로79번길 6(영도어울림문화공원문예도서관 1층 동삼동),35.07526852,129.0668621,매우우수,HG200008645,부산광역시 영도구,2020-11-17
784,라이스 케이터링,부산광역시 영도구 동삼서로 32(2층 동삼동),35.08185455,129.0692726,우수,HG200008675,부산광역시 영도구,2020-11-17
785,카페 마렌,부산광역시 영도구 절영로 163(2층 영선동4가),35.08152154,129.041284,매우우수,HG200008696,부산광역시 영도구,2020-11-17
786,한국맥도날드(유) 부산덕천점,부산광역시 북구 금곡대로 107(덕천동),35.21935158,129.0064447,매우우수,HG200008710,부산광역시 북구,2020-11-19
787,한국맥도날드(유)부산온천SK DT,부산광역시 동래구 충렬대로 121(온천동),35.20644014,129.0739147,매우우수,HG200008719,부산광역시 동래구,2020-11-19
788,스타벅스 부산온천장역점,"부산광역시 동래구 중앙대로 1523(온천동, SK허브스카이 A1-32 - A1-38)",35.22128992,129.0855783,매우우수,HG200008740,부산광역시 동래구,2020-11-20
789,삼성웰스토리(주)전기부산웰스토리카페,부산광역시 강서구 녹산산업중로 333(14호 송정동),35.09610349,128.85775,매우우수,HG200008741,부산광역시 강서구,2020-11-20
790,아델라7,부산광역시 남구 황령대로319번나길 30(1일부층 대연동),35.15100982,129.0904814,매우우수,HG200008742,부산광역시 남구,2020-11-20
791,정담은감자탕,부산광역시 남구 유엔평화로 143(2층 용당동),35.12359171,129.0972137,우수,HG200008743,부산광역시 남구,2020-11-20
792,삼성웰스토리(주)힐튼아난티,부산광역시 기장군 기장읍 기장해안로 268-32(본동 지하2층 힐튼호텔),35.19839663,129.2285885,매우우수,HG200008745,부산광역시 기장군,2020-11-20
793,(주)스타벅스커피 부산덕천역점,부산광역시 북구 만덕대로 30(덕천동),35.21066326,129.008479,매우우수,HG200008755,부산광역시 북구,2020-11-20
794,더 큐브(The Cube),부산광역시 남구 전포대로 133(문현금융단지 IFC부산 복합시설 4층 근생 401일부호 문현동),35.14828501,129.0654779,매우우수,HG200008756,부산광역시 남구,2020-11-20
795,더하고 부대찌개 용호메트로시티점,부산광역시 남구 용호로 20(용호동),35.12828932,129.1069649,매우우수,HG200008757,부산광역시 남구,2020-11-20
796,수수베이커리,"부산광역시 남구 진남로 54(1층 102호 대연동, 대동레미안3)",35.13824743,129.0893343,매우우수,HG200008758,부산광역시 남구,2020-11-20
797,홍루이젠 더블유스퀘어점,"부산광역시 남구 분포로 145(더블유스퀘어동 2층 2029호 용호동, 더블유)",35.1342266,129.1112149,매우우수,HG200008759,부산광역시 남구,2020-11-20
798,파리바게뜨 기장교리점,부산광역시 기장군 기장읍 차성동로 171,35.25323554,129.2170214,매우우수,HG200008762,부산광역시 기장군,2020-11-20
799,뉴오리진 더블유스퀘어점,"부산광역시 남구 분포로 145(더블유스퀘어동 2층 2013,2014호 용호동, 더블유)",35.1342266,129.1112149,매우우수,HG200008768,부산광역시 남구,2020-11-20
800,에스키(Exquis),"부산광역시 남구 분포로 145(더블유 스퀘어동 1층 1016호 용호동, 더블유)",35.1342266,129.1112149,매우우수,HG200008770,부산광역시 남구,2020-11-20
801,더 큐브2(The Cube2),부산광역시 남구 전포대로 133(문현금융단지 IFC부산 복합시설 4층 근생 401일부호 문현동),35.14828501,129.0654779,매우우수,HG200008777,부산광역시 남구,2020-11-20
802,명품외식 육면정,"부산광역시 남구 황령대로 329(2층,3일부층 대연동)",35.14840183,129.0948034,매우우수,HG200008780,부산광역시 남구,2020-11-20
803,크래프트한스,"부산광역시 남구 분포로 145(더블유스퀘어동 1층 1061,1062,1063호 용호동, 더블유)",35.1342266,129.1112149,좋음,HG200008781,부산광역시 남구,2020-11-20
804,밥과 족발,부산광역시 남구 지게골로 169-4(1층 문현동),35.13336945,129.0763985,우수,HG200008787,부산광역시 남구,2020-11-20
805,카페051덕천점,부산광역시 북구 백양대로 1202(1층 덕천동),35.20970189,129.005941,매우우수,HG200008789,부산광역시 북구,2020-11-23
806,클라우드32(cloud32),"부산광역시 해운대구 마린시티3로 52(우동, 지상32층)",35.15438273,129.144942,매우우수,HG200008791,부산광역시 해운대구,2020-11-23
807,케이에프씨(KFC)부산하단점,부산광역시 사하구 낙동남로 1403(1층 하단동),35.10658911,128.9652039,매우우수,HG200008795,부산광역시 사하구,2020-11-23
808,파리바게트(재송점),부산광역시 해운대구 재반로 78-1(1층 재송동),35.1857128,129.1259481,매우우수,HG200008830,부산광역시 해운대구,2020-11-23
809,카페051 안락충렬사점,부산광역시 동래구 안락로 16(1층 안락동),35.20063692,129.0988103,매우우수,HG200008841,부산광역시 동래구,2020-11-23
810,푸라닭 부산남항점,부산광역시 영도구 남항로 21-2(남항동1가),35.0895178,129.0390938,우수,HG200008845,부산광역시 영도구,2020-11-23
811,행진푸드,부산광역시 남구 용소로14번길 9(1일부층 대연동),35.13580514,129.1002417,좋음,HG200008848,부산광역시 남구,2020-11-23
812,파리바게뜨부산남구청점,부산광역시 남구 못골로 42(1층 대연동),35.13567205,129.0870396,매우우수,HG200008858,부산광역시 남구,2020-11-23
813,(주)에스에이엠 대동병원점,부산광역시 동래구 충렬대로 187(대동병원 1층 명륜동),35.20431096,129.0802014,매우우수,HG200008862,부산광역시 동래구,2020-11-23
814,던킨KNN점(센텀),부산광역시 해운대구 센텀서로 30(케이엔엔타워 111호 우동),35.17206069,129.1284382,매우우수,HG200008870,부산광역시 해운대구,2020-11-23
815,남산왕돈까스 신세계센텀몰점,부산광역시 해운대구 센텀4로 15(센텀시티 몰 4층 일부호 우동),35.16986272,129.128287,매우우수,HG200008880,부산광역시 해운대구,2020-11-23
816,이디야커피 대연평화점,부산광역시 남구 유엔평화로 31(대연동),35.13217232,129.0923036,우수,HG200008884,부산광역시 남구,2020-11-23
817,카페051신만덕점,부산광역시 북구 덕천로247번길 1(1층 만덕동),35.21084912,129.031326,우수,HG200008886,부산광역시 북구,2020-11-23
