Region,Heritage_True,Heritage_Type,Period,Latitude,Longitude,Heritage_Name
20,2,4,5,35.9613664,128.493479,칠곡 경수당
20,2,4,5,35.98268746,128.5061611,칠곡 녹봉정사지
20,2,4,5,35.99449538,128.4314459,칠곡 감호당
20,2,4,6,35.99559957,128.4358705,칠곡 지경당
20,2,2,5,36.00468059,128.4007273,칠곡 흥국사 목조보살좌상
20,2,4,5,35.99575762,128.4347112,칠곡진주댁
20,2,2,5,36.00903416,128.604462,칠곡 묘향사 소장 신중도
20,2,4,6,35.9994556,128.3981025,구 왜관터널
20,2,4,6,36.00323624,128.3966161,칠곡 왜관철교
20,2,2,6,35.98807927,128.3975109,칠곡 왜관성당
21,2,4,6,36.261641,129.3207204,대전리 백계당
21,2,4,4,35.989385,129.315461,중명리 정사도 유허비
21,1,4,6,36.233539,129.382833,화진리 구진마을 앉은 줄다리기
21,2,4,5,36.128332,129.221358,미현리 부운재
21,2,4,4,35.98197131,129.3971504,원리 정몽주 유허비
21,2,4,5,36.068578,129.210463,현내리 신라아찬유공 유허비
21,2,4,5,36.10384952,129.2649307,우각리 오의정
21,2,4,5,35.90048564,129.5135782,금곡리 삼효각
21,2,4,5,36.15075942,129.3019407,덕성리 이상재
21,2,4,5,36.253165,129.311368,중산리 윤락 충효비
21,2,4,5,35.89673372,129.4464398,산서리 최학진 정효각
21,2,4,5,35.891108,129.495167,임중리 김사민 정효각
21,2,4,5,36.07538458,129.2218448,화대리 성강서사
21,2,4,5,36.19513035,129.3017945,유계리 상덕사 및 죽림사
21,2,4,5,36.132864,129.219697,미현리 기계유씨 시조 묘비
21,1,4,6,36.041891,129.367891,포항 향토 침선장
21,2,4,5,35.94667691,129.5365101,구평리 하영식 정효각
21,2,4,5,36.10656325,129.131848,가안리 가천서당
21,2,4,5,36.10534717,129.133525,가안리 송와정
21,2,4,5,35.98197131,129.3971504,오천서원
21,2,4,5,35.94246768,129.5192332,광남서원
21,2,4,5,35.9251901,129.493023,학삼서원
21,2,4,5,35.901682,129.503019,삼명서원
22,2,2,4,35.255223,128.428641,함안 대산리 석조삼존상
22,2,2,3,35.24759001,128.3007819,함안 방어산 마애약사여래삼존입상
22,2,3,2,35.256332,128.420473,함안 성산산성
22,2,1,2,35.268619,128.403843,함안 말이산고분군
22,2,4,1,35.30930255,128.513445,함안 용산리 함안층 새발자국화석 산지
22,1,4,5,35.331653,128.5307696,함안 영동리 회화나무
22,1,4,6,35.338682,128.338959,함안 대송리 늪지식물
22,2,4,5,35.298971,128.5386966,함안 무기연당
22,2,2,4,35.327456,128.558618,장춘사석조여래좌상
22,2,2,4,35.241473,128.4207941,함안주리사지사자석탑
22,2,4,5,35.26936794,128.4026874,도천재 단서죽백
22,2,2,7,35.327456,128.558618,장춘사 5층석탑
22,2,4,5,35.32409532,128.5161588,주세붕영정
22,2,2,5,35.32409532,128.5161588,무산사
22,2,4,5,35.255407,128.422781,무진정
22,2,4,5,35.23362432,128.320979,어계고택
22,2,4,5,35.32409532,128.5161588,무릉잡고 및 수구집 귀봉집 책판
22,2,4,5,35.26936794,128.4026874,근재집 책판
22,2,4,5,35.26936794,128.4026874,간송문집 및 금라전신록책판
22,2,4,5,35.23643948,128.4181712,함안향교
22,2,4,5,35.26936794,128.4026874,국담 문집 책판
22,2,4,5,35.26936794,128.4026874,회찬송악악 무목왕 정충록
22,2,4,5,35.26936794,128.4026874,조익도공신록권 및 교지
22,2,4,5,35.327456,128.558618,함안 내곡리 청간정 고문서
22,2,2,5,35.327456,128.558618,함안 장춘사 석조석가여래삼존좌상
22,2,4,5,35.277084,128.494092,함안 달전사 천지명양수륙재의찬요
22,2,1,5,35.375635,128.486899,주세붕묘역
22,2,1,5,35.24250698,128.321162,조안묘소
22,2,4,5,35.27680856,128.459969,고려동유적지
22,2,4,1,35.215067,128.461511,함안외암리공룡발자국 화석
22,2,3,3,35.237781,128.449723,함안 성점산성
22,2,3,2,35.26650639,128.489849,함안 포덕산성
22,2,3,2,35.276463,128.443969,함안 문암산성
22,2,1,1,35.242352,128.355758,함안 군북 지석묘군
22,2,4,5,35.186722,128.444371,함안 파산 봉수대
22,2,1,2,35.2788894,128.396776,함안 남문외 고분군
22,2,1,5,35.310228,128.3225485,함안 조려 묘
22,1,4,6,35.348476,128.513626,함안 화천농악
22,1,4,5,35.255373,128.423593,함안 낙화놀이
22,1,4,6,35.28140755,128.3979032,함안농요
22,1,4,5,35.298971,128.5386966,함안 무기리 주씨고가
22,2,2,7,35.215702,128.386065,원효암 칠성각
22,2,2,2,35.327456,128.558618,장춘사 대웅전
22,2,2,5,35.29694492,128.5088014,덕연서원
22,2,4,5,35.274304,128.4213413,조순 장군비
22,2,4,5,35.30784745,128.5136083,칠원향교
22,2,4,5,35.309065,128.447929,오비각
22,2,4,5,35.335232,128.398525,악양루
22,2,3,5,35.306357,128.4762847,칠원산성
22,2,4,1,35.26936794,128.4026874,함안대치리 공룡발자국화석
22,2,4,5,35.376563,128.558597,광심정
22,2,1,5,35.290873,128.437455,어연 함안이씨 어변갑묘
22,2,4,5,35.265482,128.401218,우졸재 박한주비
22,2,4,5,35.335783,128.523353,칠북 배상엽관계 고문서
22,2,2,5,35.37892735,128.472955,함안 능가사 칠성탱
22,2,1,4,35.294148,128.494021,함안 유원리 윤환묘역
22,2,4,5,35.265975,128.424808,함안 검암리 동산정
22,2,4,5,35.267255,128.310379,함안 수곡리 청송심씨 퇴휴당 종중 문서류
22,2,4,5,35.285446,128.578796,함안 구고사 부도
22,2,2,3,35.234943,128.445929,함안 백암사 석조여래좌상
22,2,4,5,35.266728,128.4254726,함안 검암리 충순당
22,2,4,5,35.263465,128.422728,함안 검암리 충순당 정려각
22,2,4,1,35.231541,128.346268,함안 명관리 공룡발자국
22,2,4,5,35.330384,128.495229,함안 청계리 청계서당
22,2,4,5,35.236277,128.324769,함안 생육신 조려유적
22,2,4,5,35.26936794,128.4026874,이경무 만묵당집 목판
